username,tweet_text,timestamp,label
tw22_user_000,Had coffee and reviewed project notes for today,2024-01-01T00:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-01T03:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-01T04:00:00+00:00,human
tw22_user_000,Had coffee and reviewed project notes for today,2024-01-01T03:00:00+00:00,human
tw22_user_000,Had coffee and reviewed project notes for today,2024-01-01T16:00:00+00:00,human
tw22_user_000,Had coffee and reviewed project notes for today,2024-01-01T05:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-01T12:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-01T07:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-02T08:00:00+00:00,human
tw22_user_000,Trying a new approach to clean noisy text data,2024-01-02T12:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-01T10:00:00+00:00,human
tw22_user_000,Trying a new approach to clean noisy text data,2024-01-02T20:00:00+00:00,human
tw22_user_000,Meeting recap: aligning timeline and deliverables with team,2024-01-02T12:00:00+00:00,human
tw22_user_000,Trying a new approach to clean noisy text data,2024-01-02T02:00:00+00:00,human
tw22_user_001,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-01T03:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today,2024-01-01T07:00:00+00:00,deceptive_human
tw22_user_001,Trying a new approach to clean noisy text data,2024-01-01T09:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-01T12:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today,2024-01-01T19:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today,2024-01-01T23:00:00+00:00,deceptive_human
tw22_user_001,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-01T21:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today,2024-01-01T17:00:00+00:00,deceptive_human
tw22_user_001,Meeting recap: aligning timeline and deliverables with team,2024-01-01T11:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-02T06:00:00+00:00,deceptive_human
tw22_user_001,Had coffee and reviewed project notes for today,2024-01-01T23:00:00+00:00,deceptive_human
tw22_user_001,Trying a new approach to clean noisy text data,2024-01-02T23:00:00+00:00,deceptive_human
tw22_user_001,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-03T03:00:00+00:00,deceptive_human
tw22_user_001,Trying a new approach to clean noisy text data,2024-01-02T05:00:00+00:00,deceptive_human
tw22_user_002,automated content stream calibration in progress,2024-01-01T06:00:00+00:00,ai
tw22_user_002,system update: optimize pipeline throughput and consistency,2024-01-01T09:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-01T10:00:00+00:00,ai
tw22_user_002,batch publish executed successfully across channels,2024-01-01T12:00:00+00:00,ai
tw22_user_002,"repeating pattern detected, adjusting generation weights",2024-01-01T22:00:00+00:00,ai
tw22_user_002,"repeating pattern detected, adjusting generation weights",2024-01-01T16:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-01T12:00:00+00:00,ai
tw22_user_002,"repeating pattern detected, adjusting generation weights",2024-01-01T13:00:00+00:00,ai
tw22_user_002,"repeating pattern detected, adjusting generation weights",2024-01-02T14:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-01T15:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-02T12:00:00+00:00,ai
tw22_user_002,batch publish executed successfully across channels,2024-01-03T02:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-03T06:00:00+00:00,ai
tw22_user_002,automated content stream calibration in progress,2024-01-02T21:00:00+00:00,ai
tw22_user_003,"repeating pattern detected, adjusting generation weights check this now http://example.com @someone !!!",2024-01-01T09:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels,2024-01-01T13:00:00+00:00,fake
tw22_user_003,automated content stream calibration in progress,2024-01-01T15:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels check this now http://example.com @someone !!!,2024-01-01T15:00:00+00:00,fake
tw22_user_003,system update: optimize pipeline throughput and consistency,2024-01-01T13:00:00+00:00,fake
tw22_user_003,automated content stream calibration in progress,2024-01-01T14:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels check this now http://example.com @someone !!!,2024-01-01T21:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels,2024-01-01T16:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels,2024-01-02T17:00:00+00:00,fake
tw22_user_003,system update: optimize pipeline throughput and consistency check this now http://example.com @someone !!!,2024-01-02T12:00:00+00:00,fake
tw22_user_003,"repeating pattern detected, adjusting generation weights",2024-01-01T19:00:00+00:00,fake
tw22_user_003,system update: optimize pipeline throughput and consistency,2024-01-02T18:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels check this now http://example.com @someone !!!,2024-01-02T21:00:00+00:00,fake
tw22_user_003,batch publish executed successfully across channels,2024-01-02T11:00:00+00:00,fake
tw22_user_004,Trying a new approach to clean noisy text data,2024-01-01T12:00:00+00:00,human
tw22_user_004,Had coffee and reviewed project notes for today,2024-01-01T14:00:00+00:00,human
tw22_user_004,Meeting recap: aligning timeline and deliverables with team,2024-01-01T18:00:00+00:00,human
tw22_user_004,Trying a new approach to clean noisy text data,2024-01-01T18:00:00+00:00,human
tw22_user_004,Had coffee and reviewed project notes for today,2024-01-01T20:00:00+00:00,human
tw22_user_004,Posting a quick update before I log off,2024-01-02T03:00:00+00:00,human
tw22_user_004,Had coffee and reviewed project notes for today,2024-01-01T18:00:00+00:00,human
tw22_user_004,Trying a new approach to clean noisy text data,2024-01-02T09:00:00+00:00,human
tw22_user_004,Had coffee and reviewed project notes for today,2024-01-02T04:00:00+00:00,human
tw22_user_004,Had coffee and reviewed project notes for today,2024-01-02T06:00:00+00:00,human
tw22_user_004,Posting a quick update before I log off,2024-01-01T22:00:00+00:00,human
tw22_user_004,Meeting recap: aligning timeline and deliverables with team,2024-01-01T23:00:00+00:00,human
tw22_user_004,Posting a quick update before I log off,2024-01-02T12:00:00+00:00,human
tw22_user_004,Trying a new approach to clean noisy text data,2024-01-02T14:00:00+00:00,human
tw22_user_005,Meeting recap: aligning timeline and deliverables with team check this now http://example.com @someone !!!,2024-01-01T15:00:00+00:00,deceptive_human
tw22_user_005,Trying a new approach to clean noisy text data,2024-01-01T17:00:00+00:00,deceptive_human
tw22_user_005,Trying a new approach to clean noisy text data,2024-01-01T23:00:00+00:00,deceptive_human
tw22_user_005,Posting a quick update before I log off check this now http://example.com @someone !!!,2024-01-02T03:00:00+00:00,deceptive_human
tw22_user_005,Meeting recap: aligning timeline and deliverables with team,2024-01-01T19:00:00+00:00,deceptive_human
tw22_user_005,Had coffee and reviewed project notes for today,2024-01-02T01:00:00+00:00,deceptive_human
tw22_user_005,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-02T09:00:00+00:00,deceptive_human
tw22_user_005,Meeting recap: aligning timeline and deliverables with team,2024-01-02T05:00:00+00:00,deceptive_human
tw22_user_005,Had coffee and reviewed project notes for today,2024-01-01T23:00:00+00:00,deceptive_human
tw22_user_005,Meeting recap: aligning timeline and deliverables with team check this now http://example.com @someone !!!,2024-01-02T00:00:00+00:00,deceptive_human
tw22_user_005,Had coffee and reviewed project notes for today,2024-01-02T01:00:00+00:00,deceptive_human
tw22_user_005,Had coffee and reviewed project notes for today,2024-01-03T00:00:00+00:00,deceptive_human
tw22_user_005,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-02T15:00:00+00:00,deceptive_human
tw22_user_005,Meeting recap: aligning timeline and deliverables with team,2024-01-03T19:00:00+00:00,deceptive_human
tw22_user_006,batch publish executed successfully across channels,2024-01-01T18:00:00+00:00,ai
tw22_user_006,batch publish executed successfully across channels,2024-01-01T20:00:00+00:00,ai
tw22_user_006,automated content stream calibration in progress,2024-01-02T02:00:00+00:00,ai
tw22_user_006,system update: optimize pipeline throughput and consistency,2024-01-01T21:00:00+00:00,ai
tw22_user_006,"repeating pattern detected, adjusting generation weights",2024-01-02T10:00:00+00:00,ai
tw22_user_006,batch publish executed successfully across channels,2024-01-02T14:00:00+00:00,ai
tw22_user_006,system update: optimize pipeline throughput and consistency,2024-01-02T18:00:00+00:00,ai
tw22_user_006,system update: optimize pipeline throughput and consistency,2024-01-02T01:00:00+00:00,ai
tw22_user_006,"repeating pattern detected, adjusting generation weights",2024-01-03T02:00:00+00:00,ai
tw22_user_006,automated content stream calibration in progress,2024-01-02T03:00:00+00:00,ai
tw22_user_006,automated content stream calibration in progress,2024-01-02T14:00:00+00:00,ai
tw22_user_006,automated content stream calibration in progress,2024-01-03T14:00:00+00:00,ai
tw22_user_006,automated content stream calibration in progress,2024-01-03T18:00:00+00:00,ai
tw22_user_006,batch publish executed successfully across channels,2024-01-03T09:00:00+00:00,ai
tw22_user_007,system update: optimize pipeline throughput and consistency check this now http://example.com @someone !!!,2024-01-01T21:00:00+00:00,fake
tw22_user_007,system update: optimize pipeline throughput and consistency,2024-01-02T01:00:00+00:00,fake
tw22_user_007,system update: optimize pipeline throughput and consistency,2024-01-01T23:00:00+00:00,fake
tw22_user_007,automated content stream calibration in progress check this now http://example.com @someone !!!,2024-01-02T00:00:00+00:00,fake
tw22_user_007,batch publish executed successfully across channels,2024-01-02T05:00:00+00:00,fake
tw22_user_007,batch publish executed successfully across channels,2024-01-02T17:00:00+00:00,fake
tw22_user_007,batch publish executed successfully across channels check this now http://example.com @someone !!!,2024-01-02T09:00:00+00:00,fake
tw22_user_007,automated content stream calibration in progress,2024-01-02T04:00:00+00:00,fake
tw22_user_007,system update: optimize pipeline throughput and consistency,2024-01-03T05:00:00+00:00,fake
tw22_user_007,"repeating pattern detected, adjusting generation weights check this now http://example.com @someone !!!",2024-01-03T09:00:00+00:00,fake
tw22_user_007,"repeating pattern detected, adjusting generation weights",2024-01-03T13:00:00+00:00,fake
tw22_user_007,batch publish executed successfully across channels,2024-01-03T17:00:00+00:00,fake
tw22_user_007,automated content stream calibration in progress check this now http://example.com @someone !!!,2024-01-02T21:00:00+00:00,fake
tw22_user_007,automated content stream calibration in progress,2024-01-03T12:00:00+00:00,fake
tw22_user_008,Had coffee and reviewed project notes for today,2024-01-02T00:00:00+00:00,human
tw22_user_008,Had coffee and reviewed project notes for today,2024-01-02T03:00:00+00:00,human
tw22_user_008,Posting a quick update before I log off,2024-01-02T02:00:00+00:00,human
tw22_user_008,Had coffee and reviewed project notes for today,2024-01-02T06:00:00+00:00,human
tw22_user_008,Meeting recap: aligning timeline and deliverables with team,2024-01-02T04:00:00+00:00,human
tw22_user_008,Had coffee and reviewed project notes for today,2024-01-02T05:00:00+00:00,human
tw22_user_008,Posting a quick update before I log off,2024-01-02T12:00:00+00:00,human
tw22_user_008,Meeting recap: aligning timeline and deliverables with team,2024-01-02T07:00:00+00:00,human
tw22_user_008,Had coffee and reviewed project notes for today,2024-01-02T08:00:00+00:00,human
tw22_user_008,Trying a new approach to clean noisy text data,2024-01-03T12:00:00+00:00,human
tw22_user_008,Meeting recap: aligning timeline and deliverables with team,2024-01-03T06:00:00+00:00,human
tw22_user_008,Meeting recap: aligning timeline and deliverables with team,2024-01-03T09:00:00+00:00,human
tw22_user_008,Posting a quick update before I log off,2024-01-03T12:00:00+00:00,human
tw22_user_008,Trying a new approach to clean noisy text data,2024-01-03T02:00:00+00:00,human
tw22_user_009,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-02T03:00:00+00:00,deceptive_human
tw22_user_009,Had coffee and reviewed project notes for today,2024-01-02T04:00:00+00:00,deceptive_human
tw22_user_009,Had coffee and reviewed project notes for today,2024-01-02T11:00:00+00:00,deceptive_human
tw22_user_009,Meeting recap: aligning timeline and deliverables with team check this now http://example.com @someone !!!,2024-01-02T06:00:00+00:00,deceptive_human
tw22_user_009,Meeting recap: aligning timeline and deliverables with team,2024-01-02T15:00:00+00:00,deceptive_human
tw22_user_009,Had coffee and reviewed project notes for today,2024-01-02T18:00:00+00:00,deceptive_human
tw22_user_009,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-02T15:00:00+00:00,deceptive_human
tw22_user_009,Meeting recap: aligning timeline and deliverables with team,2024-01-03T00:00:00+00:00,deceptive_human
tw22_user_009,Trying a new approach to clean noisy text data,2024-01-03T11:00:00+00:00,deceptive_human
tw22_user_009,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-02T12:00:00+00:00,deceptive_human
tw22_user_009,Meeting recap: aligning timeline and deliverables with team,2024-01-02T13:00:00+00:00,deceptive_human
tw22_user_009,Had coffee and reviewed project notes for today,2024-01-03T12:00:00+00:00,deceptive_human
tw22_user_009,Meeting recap: aligning timeline and deliverables with team check this now http://example.com @someone !!!,2024-01-02T15:00:00+00:00,deceptive_human
tw22_user_009,Trying a new approach to clean noisy text data,2024-01-03T18:00:00+00:00,deceptive_human
tw22_user_010,"repeating pattern detected, adjusting generation weights",2024-01-02T06:00:00+00:00,ai
tw22_user_010,"repeating pattern detected, adjusting generation weights",2024-01-02T08:00:00+00:00,ai
tw22_user_010,"repeating pattern detected, adjusting generation weights",2024-01-02T14:00:00+00:00,ai
tw22_user_010,system update: optimize pipeline throughput and consistency,2024-01-02T09:00:00+00:00,ai
tw22_user_010,"repeating pattern detected, adjusting generation weights",2024-01-02T22:00:00+00:00,ai
tw22_user_010,system update: optimize pipeline throughput and consistency,2024-01-02T11:00:00+00:00,ai
tw22_user_010,automated content stream calibration in progress,2024-01-03T00:00:00+00:00,ai
tw22_user_010,automated content stream calibration in progress,2024-01-03T03:00:00+00:00,ai
tw22_user_010,batch publish executed successfully across channels,2024-01-03T14:00:00+00:00,ai
tw22_user_010,system update: optimize pipeline throughput and consistency,2024-01-02T15:00:00+00:00,ai
tw22_user_010,automated content stream calibration in progress,2024-01-02T16:00:00+00:00,ai
tw22_user_010,"repeating pattern detected, adjusting generation weights",2024-01-02T17:00:00+00:00,ai
tw22_user_010,batch publish executed successfully across channels,2024-01-03T06:00:00+00:00,ai
tw22_user_010,system update: optimize pipeline throughput and consistency,2024-01-03T08:00:00+00:00,ai
tw22_user_011,"repeating pattern detected, adjusting generation weights check this now http://example.com @someone !!!",2024-01-02T09:00:00+00:00,fake
tw22_user_011,"repeating pattern detected, adjusting generation weights",2024-01-02T10:00:00+00:00,fake
tw22_user_011,automated content stream calibration in progress,2024-01-02T13:00:00+00:00,fake
tw22_user_011,"repeating pattern detected, adjusting generation weights check this now http://example.com @someone !!!",2024-01-02T12:00:00+00:00,fake
tw22_user_011,automated content stream calibration in progress,2024-01-03T01:00:00+00:00,fake
tw22_user_011,automated content stream calibration in progress,2024-01-02T19:00:00+00:00,fake
tw22_user_011,batch publish executed successfully across channels check this now http://example.com @someone !!!,2024-01-02T21:00:00+00:00,fake
tw22_user_011,automated content stream calibration in progress,2024-01-02T16:00:00+00:00,fake
tw22_user_011,batch publish executed successfully across channels,2024-01-03T09:00:00+00:00,fake
tw22_user_011,"repeating pattern detected, adjusting generation weights check this now http://example.com @someone !!!",2024-01-03T03:00:00+00:00,fake
tw22_user_011,system update: optimize pipeline throughput and consistency,2024-01-03T05:00:00+00:00,fake
tw22_user_011,system update: optimize pipeline throughput and consistency,2024-01-04T05:00:00+00:00,fake
tw22_user_011,automated content stream calibration in progress check this now http://example.com @someone !!!,2024-01-04T09:00:00+00:00,fake
tw22_user_011,batch publish executed successfully across channels,2024-01-03T11:00:00+00:00,fake
tw22_user_012,Trying a new approach to clean noisy text data,2024-01-02T12:00:00+00:00,human
tw22_user_012,Meeting recap: aligning timeline and deliverables with team,2024-01-02T14:00:00+00:00,human
tw22_user_012,Meeting recap: aligning timeline and deliverables with team,2024-01-02T14:00:00+00:00,human
tw22_user_012,Trying a new approach to clean noisy text data,2024-01-03T00:00:00+00:00,human
tw22_user_012,Had coffee and reviewed project notes for today,2024-01-03T00:00:00+00:00,human
tw22_user_012,Trying a new approach to clean noisy text data,2024-01-03T03:00:00+00:00,human
tw22_user_012,Trying a new approach to clean noisy text data,2024-01-03T12:00:00+00:00,human
tw22_user_012,Had coffee and reviewed project notes for today,2024-01-02T19:00:00+00:00,human
tw22_user_012,Meeting recap: aligning timeline and deliverables with team,2024-01-03T12:00:00+00:00,human
tw22_user_012,Had coffee and reviewed project notes for today,2024-01-03T15:00:00+00:00,human
tw22_user_012,Posting a quick update before I log off,2024-01-02T22:00:00+00:00,human
tw22_user_012,Trying a new approach to clean noisy text data,2024-01-03T21:00:00+00:00,human
tw22_user_012,Had coffee and reviewed project notes for today,2024-01-04T12:00:00+00:00,human
tw22_user_012,Meeting recap: aligning timeline and deliverables with team,2024-01-04T16:00:00+00:00,human
tw22_user_013,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-02T15:00:00+00:00,deceptive_human
tw22_user_013,Had coffee and reviewed project notes for today,2024-01-02T19:00:00+00:00,deceptive_human
tw22_user_013,Trying a new approach to clean noisy text data,2024-01-02T19:00:00+00:00,deceptive_human
tw22_user_013,Had coffee and reviewed project notes for today check this now http://example.com @someone !!!,2024-01-03T03:00:00+00:00,deceptive_human
tw22_user_013,Trying a new approach to clean noisy text data,2024-01-03T03:00:00+00:00,deceptive_human
tw22_user_013,Trying a new approach to clean noisy text data,2024-01-02T20:00:00+00:00,deceptive_human
tw22_user_013,Posting a quick update before I log off check this now http://example.com @someone !!!,2024-01-03T09:00:00+00:00,deceptive_human
tw22_user_013,Posting a quick update before I log off,2024-01-03T12:00:00+00:00,deceptive_human
tw22_user_013,Meeting recap: aligning timeline and deliverables with team,2024-01-03T15:00:00+00:00,deceptive_human
tw22_user_013,Posting a quick update before I log off check this now http://example.com @someone !!!,2024-01-03T09:00:00+00:00,deceptive_human
tw22_user_013,Meeting recap: aligning timeline and deliverables with team,2024-01-04T07:00:00+00:00,deceptive_human
tw22_user_013,Posting a quick update before I log off,2024-01-04T00:00:00+00:00,deceptive_human
tw22_user_013,Trying a new approach to clean noisy text data check this now http://example.com @someone !!!,2024-01-03T03:00:00+00:00,deceptive_human
tw22_user_013,Meeting recap: aligning timeline and deliverables with team,2024-01-04T06:00:00+00:00,deceptive_human
tw22_user_014,"repeating pattern detected, adjusting generation weights",2024-01-02T18:00:00+00:00,ai
tw22_user_014,batch publish executed successfully across channels,2024-01-02T22:00:00+00:00,ai
tw22_user_014,automated content stream calibration in progress,2024-01-03T02:00:00+00:00,ai
tw22_user_014,automated content stream calibration in progress,2024-01-03T06:00:00+00:00,ai
tw22_user_014,"repeating pattern detected, adjusting generation weights",2024-01-02T22:00:00+00:00,ai
